cluster,gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj
12,CXCL16,0,0.95,66.9%,23.9%,0
12,FCGRT,0,0.95,82.2%,62.0%,0
12,CD300E,0,0.94,34.8%,0.1%,0
12,CD53,0,0.94,74.4%,10.5%,0
12,IGSF6,0,0.94,49.4%,0.8%,0
12,MFSD1,0,0.93,64.1%,15.2%,0
12,ARRB2,0,0.93,66.1%,7.8%,0
12,HLA-DMA,0,0.93,68.1%,33.0%,0
12,EMP3,0,0.93,84.2%,49.5%,0
12,ARPC1B,0,0.93,84.4%,55.1%,0
12,TREM1,0,0.93,43.5%,0.4%,0
12,MIR3945HG,0,0.92,40.6%,0.2%,0
12,PTPRC,0,0.91,85.2%,14.4%,0
12,THEMIS2,0,0.90,60.7%,4.2%,0
12,FYB1,0,0.90,59.5%,6.4%,0
12,RNF144B,0,0.89,52.2%,7.6%,0
12,GMFG,0,0.89,74.2%,18.5%,0
12,AP1S2,0,0.89,67.0%,18.8%,0
12,APOBEC3A,0,0.88,21.3%,0.2%,0
12,1-Mar,0,0.88,47.8%,0.7%,0
12,OGFRL1,0,0.87,54.3%,13.5%,0
12,GNA13,0,0.87,64.6%,17.1%,0
12,SELL,0,0.87,27.3%,0.8%,0
12,STK17B,0,0.86,73.7%,20.8%,0
12,OTUD1,0,0.86,45.9%,12.8%,0
12,FGD4,0,0.86,55.2%,11.2%,0
12,CLEC4E,0,0.85,45.3%,1.1%,0
12,TET2,0,0.85,57.4%,15.4%,0
12,HLA-DMB,0,0.85,56.6%,12.9%,0
12,CELF2,0,0.85,69.8%,29.9%,0
12,TLR4,0,0.85,46.4%,5.9%,0
12,UPP1,0,0.84,56.1%,13.7%,0
12,B3GNT5,0,0.84,51.3%,17.3%,0
12,FCGR3A,0,0.84,34.0%,0.3%,0
12,HIF1A,0,0.84,79.1%,51.2%,0
12,TNFAIP8,0,0.83,44.6%,13.4%,0
12,TBXAS1,0,0.83,58.8%,2.8%,0
12,THBD,0,0.83,46.5%,13.7%,0
12,CTSC,0,0.83,59.6%,22.9%,0
12,SLCO2B1,0,0.83,39.4%,4.3%,0
12,INSIG1,0,0.83,49.7%,19.1%,0
12,CCR1,0,0.82,42.6%,0.3%,0
12,LYN,0,0.82,60.7%,18.0%,0
12,ASAH1,0,0.82,78.9%,53.5%,0
12,ATP2B1-AS1,0,0.82,47.0%,7.6%,0
12,HCST,0,0.82,68.7%,12.3%,0
12,ARPC5,0,0.81,85.2%,63.5%,0
12,CD86,0,0.81,51.0%,0.2%,0
12,CORO1A,0,0.81,58.2%,9.2%,0
12,SDCBP,0,0.80,89.4%,68.6%,0
12,KDM6B,0,0.79,80.8%,56.7%,0
12,OSM,0,0.79,33.4%,1.2%,0
12,IRS2,0,0.79,53.9%,22.7%,0
12,LRRK2,0,0.79,34.3%,6.3%,0
12,FPR2,0,0.79,22.6%,0.1%,0
12,CSTA,0,0.79,41.0%,0.4%,0
12,RGS1,0,0.76,40.1%,10.5%,0
12,AKAP13,0,0.76,79.0%,48.9%,0
12,EFHD2,0,0.76,70.3%,35.6%,0
12,TPP1,0,0.75,61.8%,16.3%,0
12,CCDC88A,0,0.75,58.7%,15.5%,0
12,SKAP2,0,0.75,60.2%,20.5%,0
12,NCF1,0,0.75,36.5%,4.2%,0
12,CD37,0,0.75,63.0%,11.4%,0
12,PYCARD,0,0.75,61.2%,24.7%,0
12,RGS10,0,0.74,65.0%,33.8%,0
12,STX11,0,0.74,56.1%,14.5%,0
12,IQGAP1,0,0.74,82.2%,59.8%,0
12,HCK,0,0.73,48.0%,0.2%,0
12,RBM47,0,0.73,56.3%,18.6%,0
12,CD4,0,0.73,53.5%,3.6%,0
12,FAM49B,0,0.73,60.2%,21.8%,0
12,IL18,0,0.73,44.0%,6.4%,0
12,AGFG1,0,0.73,57.4%,26.9%,0
12,ELL2,0,0.72,61.9%,28.9%,0
12,SMIM25,0,0.72,27.1%,0.4%,0
12,RNF130,0,0.72,70.0%,38.7%,0
12,TNFSF13B,0,0.72,39.5%,2.8%,0
12,LILRB2,0,0.72,43.5%,0.2%,0
12,WAS,0,0.71,55.5%,4.6%,0
12,ADGRE2,0,0.71,39.6%,1.3%,0
12,ATP6V0B,0,0.71,79.9%,57.3%,0
12,FGR,0,0.71,40.6%,2.8%,0
12,GPR34,0,0.70,32.7%,0.5%,0
12,FCGR2B,0.00E+00,0.70,35.1%,0.8%,0.00E+00
12,GPSM3,0.00E+00,0.70,57.4%,10.1%,0.00E+00
12,GRB2,0.00E+00,0.70,70.9%,38.4%,0.00E+00
12,BACH1,0.00E+00,0.70,61.6%,29.5%,0.00E+00
12,LRRFIP1,8.47E-300,0.72,82.4%,61.4%,2.65E-295
12,TNFAIP3,1.25E-298,1.25,75.2%,50.2%,3.90E-294
12,RNASET2,6.92E-298,0.73,79.1%,48.8%,2.16E-293
12,CAP1,1.84E-292,0.70,77.5%,54.9%,5.76E-288
12,MARCKS,3.89E-289,0.90,75.9%,49.0%,1.22E-284
12,CFLAR,8.91E-282,0.76,66.1%,39.5%,2.79E-277
12,MAP3K8,6.23E-276,0.74,65.8%,38.5%,1.95E-271
12,TFRC,2.18E-268,1.17,58.9%,33.6%,6.83E-264
12,PLIN2,5.43E-247,0.85,59.1%,30.8%,1.70E-242
12,LGMN,3.26E-245,1.12,42.8%,19.3%,1.02E-240
12,S100A4,4.52E-240,1.01,77.1%,54.2%,1.41E-235
12,HLA-DRB1,1.91E-236,1.10,74.0%,39.6%,5.96E-232
12,APOE,4.87E-234,1.60,33.2%,11.7%,1.52E-229
12,G0S2,2.28E-201,1.68,46.8%,25.8%,7.14E-197
12,DUSP2,6.98E-178,0.70,59.7%,36.3%,2.18E-173
